X,Z,Y
7.568045820734518,-4.959537893733894,-7.261216178874667
-3.9876136733306122,-5.0987403193600755,0.7024632839073606
-0.9742753820810268,-5.277302221687399,-1.5675792320619406
-7.2018602332042425,-8.886107028072683,-0.4561941620224452
9.783921854756738,3.1629776373485825,-1.5020654247159912
-3.156207401142053,1.902275045995875,6.4213927221957245
-1.5324528573886749,-6.059144994932804,-1.8805134952674516
5.433840355381921,5.784619349822766,3.9024691660731445
-3.0759890667629497,5.810261953849585,9.882428105198692
-3.6474443183848564,-2.4609340252421656,2.8383704001514505
8.483355130941938,-7.7704072305248655,-10.431715099131734
9.230098738582647,-9.373369113245369,-12.397101318928685
8.227470297927855,-4.146514905043044,-6.991092623088237
6.200771665791063,6.405673175279759,3.9245656916980396
-1.6101026592105505,4.300974678661085,7.497949072242362
-8.247824656029543,-8.243799948692255,0.8540573053976512
1.1550227617822646,0.06320427853849075,1.7483679174370563
-3.271186098802266,-6.189458000494112,-0.7806819312831159
-9.156375941351463,7.1164441519231545,15.314262895676865
-8.303422384760314,-6.357864688801358,2.590317449410996
0.2021974297311946,7.720119797262445,9.306569616724364
-8.013749280655233,5.371814747094138,12.944257768843388
-8.385466111110532,-6.084381159175893,2.893883234519066
7.429326081241037,-2.7268136829375766,-5.154660571512545
2.8754759342942027,-4.608905525056666,-3.6608481265569415
9.7544726450237,8.564787924716882,3.380178280728604
-4.382149788168526,4.299667990340382,9.437206043024313
-3.7535757327666897,-3.6831769033074435,1.8126437999599836
0.600191421912772,-3.3796497167212225,-0.9618187403880407
1.4054777466403916,6.07615409557318,6.984704263367588
-9.198046098211794,-4.101804656405048,5.247008077983713
-9.123606375612809,-1.5030142987226895,7.5338115940785455
-9.374915513387629,7.6391116500194585,15.937641344388851
1.0983524741648676,-7.277094492165263,-4.818231774864144
-4.453302939592119,1.1985243363592613,6.695983960437818
-0.257952940983877,3.324686259296353,5.672784692055432
-2.85225473360523,-7.206679702175149,-1.9894334184339737
-9.347037018758535,6.603273523627465,14.985872084395691
4.847195195090045,7.231560894355617,5.6153681683570245
-4.119289773450239,6.275670241320416,11.031606058603542
-0.3257609538485653,7.570682887688335,9.541647266613499
7.893247889183073,7.409604204246531,3.643370261393727
-2.961451020605301,5.7896846460905635,9.78373189590522
-1.4907123037740355,3.443399575985026,6.642558231028349
-1.0457165274402769,-0.8285697439097124,2.4862887996894525
5.54895667470619,-8.287805279761272,-8.843294424079478
-1.0139393010396738,-6.861208257245492,-2.965329920793171
4.513661147289609,-1.6217296144349511,-2.119119456094182
-0.876489091755726,-1.0806109914137263,2.1409924719566544
5.496689030103548,-8.619241325959521,-9.104999514436052
9.929330882153494,8.460894088332868,3.1642730619921364
-8.278247146328601,-7.352327631321471,1.6776781342406952
-7.871437345497041,2.7856548056215225,10.517095466907298
-3.260784472061797,7.3844228896517485,11.428529731129832
4.804139992585277,-3.7641006110763016,-4.250588544778365
-4.49350148754011,3.5983925062986426,8.884004296946856
-5.370069723941842,-6.491271784826724,0.416904200415237
-7.715780310786462,0.09917452021941386,7.990303285747996
-4.213656020041901,9.183540904457516,13.714746028041095
2.1402637346701887,4.540858028088346,5.08858761101038
-5.862960875402814,4.085433421297713,10.280962691949911
6.417733046301915,2.2420102570832707,0.025396098963603286
-2.287969524750797,7.894031963839154,11.206207434780797
-1.7149117655161028,0.28772160767544186,3.9593876827691696
9.91632087373424,-5.6459486465514885,-9.522778393510308
6.4540118801634385,-4.5132956140590785,-6.079774368767577
-8.083442464281731,-5.555720202357996,3.1582615428750147
0.5121305252109387,1.3228643249296752,3.3320865247890508
-5.7348133229206955,5.000770715234513,11.015062969755547
6.719038042698937,-3.1079023703982633,-5.000438763247693
3.265563886968696,8.17845998514796,7.5747192657550775
4.299548074134375,-8.13001202288034,-7.826694472486368
7.202985771924588,-5.169769240095752,-7.194882356433388
-8.808245804944658,5.592852021358681,13.699338882684073
-0.017333183352608472,-0.46446731380641104,2.0941126459210557
-6.199112037981827,7.141812488768377,13.267009666478817
-4.6883986146012635,3.7571480541207762,9.163312278929583
9.613581153904384,9.86100693326403,4.645399432204558
3.5488640377768093,6.92362386599266,6.247056652949627
-0.8085106660980337,-7.863100191823181,-4.010832706372239
-9.363229329261776,-0.9495873022250496,8.199631958480698
4.155143781924732,-8.455659553510465,-8.018694245506731
5.250300395059886,-2.9079124321758947,-3.792331465500226
-2.5691878774387327,-5.695569724014929,-0.8275812374063225
6.244096845911685,-6.94685723464751,-8.123039303320937
-5.131255228119651,-9.135082429485275,-2.1296955268529922
-8.308611258486366,-6.584056642557647,2.3903769026385735
-0.6141349813721249,9.85588914606842,11.800194718422066
-3.1158139196590877,-3.6179697270169537,1.4248969894461023
-4.048320852519303,-8.963551559247865,-2.7333718065595676
-8.903527047198477,1.6348549988398826,10.203838431994829
-4.699739975784539,-1.0467168799397815,4.847772791103374
4.150342047680837,0.4092363917814872,-0.03692668077324762
4.026013762336367,-6.589324448559617,-6.248601637339112
-2.4211360613172106,-9.977478639070142,-4.7849355322410805
-3.9165166711897275,6.554172792711693,11.140317183273332
-7.884967588805067,1.9790067385301562,9.800583376840688
-8.166979581759188,-9.404979150588758,-0.24759552829845255
5.538700004421724,9.97565524921174,7.600999721195361
9.73273861965571,4.1525852505341625,-0.5755903082782496
